,관광지명,소재지도로명주소,위도,경도,시도명
879,꽃보라동산,nan,35.88935018,128.601059,nan
880,운암지수변공원,nan,35.93241418,128.5674979,nan
881,팔달대교 야경,nan,35.89629048,128.5491628,nan
882,금호강하중도,nan,35.90019471,128.5595886,nan
883,경북대학교 캠퍼스,대구광역시 북구 대학로80,35.88909849,128.6143217,대구광역시
884,함지공원,대구광역시 북구 동암로38길 9,35.9424608,128.570482,대구광역시
885,구암서원,대구광역시 북구 연암공원로17길 20,35.89881592,128.5989989,대구광역시
886,침산정,대구광역시 북구 침산남로9길 118,35.897221,128.5848591,대구광역시
887,화순온천,전라남도 화순군 백아면 옥리길 14-7,35.1624699,127.0837781,전라남도
888,도곡온천,전라남도 화순군 도곡면 온천2길 44,35.02470562,126.903529,전라남도
889,운주사,전라남도 화순군 도암면 천태로 91-44,34.92906333,126.8825635,전라남도
890,사계고택,충청남도 계룡시 두마면 사계로 122-4,36.265691,127.2719783332,충청남도
891,모원재,충청남도 계룡시 두마면 왕대2길6-10,36.254886,127.2732753,충청남도
892,염선재,충청남도 계룡시 사계로 5-16(금암동),36.2693923,127.261851,충청남도
893,이심원충신정려현판,충청남도 계룡시 금암1 길 7(금암동),36.280034,127.2470773,충청남도
894,신원재,충청남도 계룡시 두마면 왕대2길43,36.255245,127.2705257149,충청남도
895,경산상대온천,경상북도 경산시 남산면 상대로116길 18,35.78037855,128.7922287,경상북도
896,동의한방촌,경상북도 경산시 남산면 삼성현공원로38,35.79937497,128.800141,경상북도
897,삼성현역사문화공원,경상북도 경산시 남산면 삼성현공원로59,35.80168834,128.7966116739,경상북도
898,자인계정숲,경상북도 경산시 자인면 계정길 68,35.81784608,128.8189958,경상북도
899,창녕 우포늪,경상남도 창녕군 유어면 우포늪길 220,35.5445608846,128.419119478,경상남도
900,화왕산,nan,35.5441964706,128.5344873469,nan
901,부곡온천관광특구,경상남도 창녕군 부곡면 원앙로 218,35.4361725,128.5916371294,경상남도
902,낙동강 유채단지,nan,35.384718,128.4715696,nan
903,달성토성마을,대구광역시 서구 국채보상로 83길 21 (비산동) 일대,35.87331563,128.5753765,대구광역시
904,대성관광지,경기도 가평군 청평면 대성강변길 14,37.681431,127.379521,경기도
905,산장관광지,경기도 가평군 상면 덕현산장길 71 산장관광지,37.754183,127.410629,경기도
906,신라불교초전지,경상북도 구미시 도개면 도개다곡길 389-46,36.2909091829,128.363337814,경상북도
907,창녕 남지 개비리,nan,35.3945598,128.4405466,nan
908,산토끼노래동산,경상남도 창녕군 이방면 이방로 623,35.57772326,128.3835799595,경상남도
909,창녕 영산 만년교,nan,35.4528293945,128.5283272404,nan
910,하회관광지,경상북도 안동시 풍천면 전서로 206,36.5489594,128.5274931,경상북도
911,안동문화관광지,경상북도 안동시 관광단지로 346-30,36.5695076,128.7786154,경상북도
912,능강관광지,충청북도 제천시 수산면 옥순봉로 1248,36.99002277,128.1956764,충청북도
913,금월봉관광지,충청북도 제천시 금성면 청풍호로 1316,37.04384263,128.1736527,충청북도
914,계산관광지,nan,37.017861,128.130911,nan
915,만남의광장,충청북도 제천시 청풍면 청풍호로50길 6,37.01083356,128.1811895,충청북도
916,제천 성내관광지,충청북도 제천시 금성면 청풍호로 1482,37.03366403,128.1751729,충청북도
917,제천온천관광지,nan,36.92183352,128.1819714,nan
918,교리관광지,충청북도 제천시 청풍면 청풍호로 1798,37.01656717,128.1768531,충청북도
919,팔봉산관광지,강원특별자치도 홍천군 서면 한치골길 1124,37.703098,127.695183,강원특별자치도
920,소노벨비발디파크,강원특별자치도 홍천군 서면 한치골길 262,37.65233706,127.6873348,강원특별자치도
921,오전약수관광지,경상북도 봉화군 물야면 문수로 1541,37.01209531,128.7457209,경상북도
922,다덕약수관광지,경상북도 봉화군 봉성면 다덕로 873,36.9141215,128.8273232,경상북도
923,다도박물관,경기도 김포시 월곶면 애기봉로275번길 187-49,37.7375035,126.5744366,경기도
