,사업장명,도로명전체주소,좌표정보(x),좌표정보(y),시도명
999,맥여행사(주),"서울특별시 종로구 인사동5길 25, 하나로빌딩 701-702호 (인사동)",198643.543485167,452199.798612424,서울특별시
1000,(주)코리아타비,"서울특별시 종로구 새문안로 92, 광화문오피시아빌딩 1425호 (신문로1가)",197713.264843734,451938.037703258,서울특별시
1001,(주)에스아이씨,"서울특별시 종로구 인사동길 12, 대일빌딩 9층 (인사동)",198805.617234082,452181.053949579,서울특별시
1002,벡스트래블코리아 주식회사,"서울특별시 종로구 종로5길 7, 9층 (청진동, Tower 8)",198213.955223154,452045.296742706,서울특별시
1003,신한카드(주),"서울특별시 중구 을지로 100, 에이동 19층 (을지로2가)",198921.241301241,451495.985361171,서울특별시
1004,(주)하나투어아이티씨,"서울특별시 종로구 인사동5길 29, 태화빌딩 1001호 (인사동)",198592.597470985,452190.992738652,서울특별시
1005,(주)포미투어,"서울특별시 종로구 새문안로 92, 광화문오피시아빌딩 1106호 (신문로1가)",197713.264843734,451938.037703258,서울특별시
1006,에스비티엠(주),"서울특별시 중구 퇴계로 173, 남산스퀘어 18층 (충무로3가)",199145.32420106,451040.432662092,서울특별시
1007,(주)발해투어,"서울특별시 중구 을지로3길 34, 402호 (다동)",198300.022318698,451702.546231816,서울특별시
1008,(주)환구만유,"서울특별시 중구 남대문로 117, 동아빌딩 11층 1185호 (다동)",198367.639004526,451720.217970577,서울특별시
1009,(주)유라시아통상,"서울특별시 종로구 세종대로23길 47, 601-154호 (당주동)",197607.398336321,452120.026024435,서울특별시
1010,길림여행사,"서울특별시 중구 퇴계로18길 22, 창영빌딩 301호 (남산동1가)",198615.676840325,450852.648245869,서울특별시
1011,한중여행사,서울특별시 영등포구 대림로29길 37-2 (대림동),190715.835830602,443548.322640791,서울특별시
1012,교민여행사,"서울특별시 영등포구 대림로 167, 302호 (대림동, 삼전빌딩)",191015.410050315,443732.737198302,서울특별시
1013,신우국제여행사,"서울특별시 영등포구 당산로 172-1, 3층 (당산동4가)",190990.173734263,447495.261548656,서울특별시
1014,(주)천안문여행사,서울특별시 영등포구 대림로29길 35 (대림동),190739.909297509,443567.01841175,서울특별시
1015,선양세기여행사,서울특별시 영등포구 도림천로11길 26 (대림동),190924.36535661,443312.771502817,서울특별시
1016,중신여행사,서울특별시 영등포구 도림천로11길 12 (대림동),190835.440548654,443234.638581265,서울특별시
1017,원투여행사,"서울특별시 영등포구 문래로 191, 509호 (영등포동4가, 영등포 대성 그랑그루)",191375.808881328,446255.789028818,서울특별시
1018,(주)케이메디칼랩,"서울특별시 영등포구 의사당대로 83, 한국휴렛팩커드빌딩 19층 102호 (여의도동)",193165.490137352,446797.341447363,서울특별시
1019,대흥여행사,"서울특별시 영등포구 도림로 152-6, 2층 (대림동)",190995.830338097,443484.843073474,서울특별시
1020,샬레코리아(주),"서울특별시 영등포구 여의대방로65길 17, 805호 (여의도동, 서린빌딩)",193658.473981035,446413.91770955,서울특별시
1021,장백국제여행사,"서울특별시 영등포구 당산로41길 11, E1207호 (당산동4가, 당산SKV1center)",190941.054351896,447628.862085473,서울특별시
1022,(주)인더스투어,"서울특별시 영등포구 국회대로34길 15-1, 3층 (당산동3가, 형제빌딩)",190870.215096613,447092.292761222,서울특별시
1023,(주)마리오여행사,"서울특별시 영등포구 가마산로63길 18, 4층 (신길동)",191569.310769554,444989.834745412,서울특별시
1024,(주)더라이프앤,"서울특별시 성동구 왕십리로 38, 201호 (성수동1가, 홍성빌딩)",203843.501676692,448746.104640885,서울특별시
1025,주식회사 레톤,"서울특별시 성동구 아차산로 143, 100호 (성수동2가, 성수빌딩)",205225.383955255,449060.9597274,서울특별시
1026,국제연수교류원(주),"서울특별시 성동구 왕십리로 38, 313호 (성수동1가, 홍성빌딩)",203843.501676692,448746.104640885,서울특별시
1027,(주)국태국제여행사,"서울특별시 영등포구 가마산로71길 11, 지층 (신길동)",191916.481369015,444987.736563568,서울특별시
1028,컬쳐앤트래블,"서울특별시 영등포구 당산로47길 9, 청송빌딩 3층 (당산동6가)",191254.755896801,448110.551138489,서울특별시
1029,한국동포외국인협회,"서울특별시 영등포구 대림로29나길 2, 2층 (대림동)",190808.935335037,443663.636791034,서울특별시
1030,(주)더블유원국제여행사,"서울특별시 영등포구 선유로9길 10, 7층 701호 지하1층 비131호 (문래동6가)",189959.044020878,446192.884313355,서울특별시
1031,프린스클럽(주),"서울특별시 영등포구 63로 40, 라이프오피스텔 401호 (여의도동)",194561.746032498,446364.318286465,서울특별시
1032,소통과혁신여행사,"서울특별시 영등포구 영신로 5, 3층 302호 (도림동)",191914.245362179,445539.92598744,서울특별시
1033,투어레일(주),서울특별시 영등포구 영신로19길 12-2 (영등포동),191651.20074793,445781.552882532,서울특별시
1034,(주)지아이벤처스,"서울특별시 영등포구 경인로 775, 1동 803-104호 (문래동3가, 에이스하이테크시티)",190996.357288859,445841.377603245,서울특별시
1035,(주)중화국제여행사,"서울특별시 영등포구 양산로 91, 11층 제에프1117호 (당산동3가)",190483.297508855,446975.595771463,서울특별시
1036,주식회사 갤럭시 메디투어,"서울특별시 영등포구 영등포로 353, 엔씨티오피스텔 15층 1512호 (신길동)",192689.195810536,445874.843268008,서울특별시
1037,(주)파마존,"서울특별시 영등포구 선유로 9, 유니온빌딩 4층 (문래동5가)",189958.938841997,445879.107388695,서울특별시
1038,붕정여행사,"서울특별시 영등포구 대림로29다길 2, 1층 (대림동)",190787.264666667,443639.147666667,서울특별시
1039,(주)피에스타컴퍼니,"서울특별시 영등포구 경인로 775, 에이스하이테크시티 1동 8층 803-106호 (문래동3가)",190996.357288859,445841.377603245,서울특별시
1040,월드티에스 주식회사,"서울특별시 영등포구 영신로 220, 1002호 (영등포동8가, 케이엔케이디지털타워)",191457.663413167,447179.850506981,서울특별시
1041,주식회사 삼구국제여행사,"서울특별시 영등포구 도림천로11길 25, 1층 (대림동)",190906.556495361,443327.258859295,서울특별시
1042,(주)아이폴플러스,"서울특별시 영등포구 영신로 219, 1001호 (당산동4가, 코오롱 스타폴리스)",191345.537531744,447240.731204833,서울특별시
1043,(주)에이앤에이 컴퍼니,"서울특별시 성동구 아차산로 77, A동 2,3층 (성수동2가)",204622.439273421,449277.483738592,서울특별시
1044,(주)맥투어,"서울특별시 성동구 아차산로11길 11, 409호 (성수동2가, 동성빌딩)",205170.446243953,449170.608973189,서울특별시
1045,케이팝투어,"서울특별시 성동구 자동차시장1길 85, 707호 (용답동, 영축빌딩)",205861.778324251,450912.302558818,서울특별시
1046,예스항공여행사(주),서울특별시 성동구 자동차시장1길 90 (용답동),205784.868811814,450883.524006222,서울특별시
1047,올인,"서울특별시 성동구 아차산로 113 (성수동2가, 삼진빌딩 8층)",204966.098616157,449159.452779834,서울특별시
1048,(주)에이치엠엔월드와이드,"서울특별시 성동구 한림말길 14, 2층 201호 (옥수동, 별비채)",201043.718532912,448746.329177094,서울특별시
1049,(주)태두국제투어,"서울특별시 영등포구 대림로 154, 기영빌딩 203호 (대림동)",191124.182011873,443626.294389029,서울특별시
1050,(주)호청여행사,"서울특별시 영등포구 영중로8길 6, 성남빌딩 B동 5층 528호 (영등포동3가)",191650.262823467,446234.789725611,서울특별시
1051,(주)국제경인여행사,"서울특별시 영등포구 선유로3길 10, 12층 3호 (문래동5가, 하우스디비즈)",189921.671894763,445990.538307199,서울특별시
1052,(주)오케이에듀투어,"서울특별시 영등포구 선유로3길 10, 907호 (문래동5가, 하우스디비즈)",189921.671894763,445990.538307199,서울특별시
1053,해피국제여행주식회사,"서울특별시 영등포구 여의대방로31길 13, 108호 (신길동, 시원트레벨)",192754.506717067,444239.055760393,서울특별시
1054,퍼스트투어(First Tour),"서울특별시 영등포구 영등포로 21, 101호 (양평동2가)",189682.022243843,446823.857632163,서울특별시
1055,(주)회보국제여행사,"서울특별시 영등포구 디지털로53길 8, 1층 (대림동)",191167.908075086,443252.885575346,서울특별시
1056,주식회사 길벗플러스,"서울특별시 영등포구 여의대방로 379, 제일빌딩 1007-2호 (여의도동)",193818.18014,446332.089777304,서울특별시
1057,(주)타임머신세계여행,"서울특별시 영등포구 영중로 65, 3층 332호 (영등포동6가, 영원빌딩)",191510.997808133,446660.816763594,서울특별시
1058,(주)지한신,"서울특별시 영등포구 국회대로 800, 502호 (여의도동, 진미파라곤)",192959.271161366,447637.656082358,서울특별시
1059,(주)지니코리아투어,"서울특별시 영등포구 양산로 57-5, 507호 (양평동3가, 양평동 이노플렉스)",190146.79444215,447018.198264889,서울특별시
1060,동해여행사,"서울특별시 영등포구 대림로 157, 2층 205호 (대림동)",191039.739317388,443638.704942648,서울특별시
1061,(주)열린마당여행사,"서울특별시 영등포구 의사당대로 1 (여의도동, 국회 후생관내1층)",192450.93552236,447649.476828035,서울특별시
1062,(주)엠이엠,"서울특별시 영등포구 국제금융로 70 (여의도동, 미원빌딩)",193798.948251805,446579.652565611,서울특별시
1063,에이치엔에스지(주),"서울특별시 영등포구 양산로 43 (양평동3가, 양평동우림 이 비지센타)",190026.251961332,447067.240942159,서울특별시
1064,형통여행사,서울특별시 영등포구 도림로63길 1-1 (신길동),191414.233313212,443960.725488123,서울특별시
1065,(주)투어플래닛,"서울특별시 영등포구 국제금융로 20, 율촌빌딩 5층 에이519호 (여의도동)",193501.453598102,446959.020722485,서울특별시
1066,(주)뉴엠씨인터내셔널,"서울특별시 영등포구 영중로22길 6, 314호 (영등포동5가)",191634.434595481,446595.213058616,서울특별시
1067,주식회사 코투원,"서울특별시 영등포구 선유로3길 10, 713호 (문래동5가, 하우스디비즈)",189921.671894763,445990.538307199,서울특별시
1068,(주)인디고에스앤티,"서울특별시 성동구 살곶이길 200 (행당동, 행원스퀘어)",203684.127182478,450698.570810848,서울특별시
1069,(주)씨케이글로벌파트너스,"서울특별시 성동구 금호로 15, 401/501호 (금호동4가, 서울숲푸르지오아파트)",201914.924810197,449166.444351709,서울특별시
1070,코리아드림투어(주),"서울특별시 영등포구 국회대로37길 11, 탑빌딩 2층 (당산동4가)",191076.41576881,447325.876937217,서울특별시
1071,주식회사 프렌트립,"서울특별시 성동구 왕십리로 115, 703,704,705호 (성수동1가)",203835.001061826,449508.116206891,서울특별시
1072,타타타투어(주),"서울특별시 성동구 금호로 102, 520-2호 (금호동1가, 벽산아파트상가동)",202326.470897024,449954.683065141,서울특별시
1073,내한투어,"서울특별시 성동구 고산자로 253, 1401호 (도선동, 다남매 Tower)",203077.751686799,451121.27351231,서울특별시
1074,랜드마크씨앤디 주식회사,"서울특별시 성동구 광나루로 130, 1201호 (성수동1가, 서울숲IT캐슬)",203887.185047227,449860.057407228,서울특별시
1075,주식회사 제이에스투어,"서울특별시 영등포구 당산로31길 13, 영보빌딩 501호 (당산동3가)",190667.027378504,447154.728694696,서울특별시
1076,(주)태산관광,"서울특별시 영등포구 가마산로 325, 지층 (대림동)",190678.828150033,444081.774472054,서울특별시
1077,중국해화국제여행사,"서울특별시 영등포구 디지털로37길 10, 1층 (대림동)",190974.542443787,443045.639459893,서울특별시
1078,신동방국제여행사,"서울특별시 영등포구 대림로23길 13, 1층 (대림동)",191008.414310701,443464.744252767,서울특별시
1079,유한회사 파인택스컴퍼니,"서울특별시 영등포구 여의대방로67길 22, 태양빌딩 705호 (여의도동)",193730.450951093,446509.098359874,서울특별시
1080,(주)동하투어,"서울특별시 영등포구 양평로21길 26, 23층 2310호 (양평동5가, 선유도역1차아이에스비즈타워)",190372.127120283,448218.446478138,서울특별시
1081,(주)대한다원,"서울특별시 송파구 올림픽로35가길 11, 3층 305호 (신천동, 한신잠실코아)",209140.885315651,446042.592367722,서울특별시
1082,더놀자투어,"서울특별시 영등포구 여의대방로65길 20, 9층 202호 (여의도동)",193694.665015597,446449.546192539,서울특별시
1083,(주)고고엔디제이투어,"서울특별시 영등포구 국회대로68길 23, 503-2호 (여의도동, 정원빌딩)",192894.437488166,447360.835255288,서울특별시
1084,(주)지지씨에스,"서울특별시 영등포구 국회대로 800, 여의도파라곤 612호 (여의도동)",192959.271161366,447637.656082358,서울특별시
1085,(주)오미트래블,"서울특별시 영등포구 문래북로 8, 에이스엔에스타워 207호 (문래동6가)",189825.743146319,446574.176568125,서울특별시
1086,홍이여행사,서울특별시 영등포구 대림로29나길 1 (대림동),190792.470954164,443644.787694498,서울특별시
1087,엠아이앤컴퍼니(주),"서울특별시 영등포구 국제금융로 70, 709호 (여의도동, 미원빌딩)",193798.948251805,446579.652565611,서울특별시
1088,주식회사 비젼나눔,"서울특별시 영등포구 여의동로 143, a동 305호 (여의도동, 대우트럼프월드1차 )",193948.467449563,446148.788167994,서울특별시
1089,건인약품(주),"서울특별시 영등포구 선유서로 17, 문래동 빅토리 테크노 타워 6층 (문래동5가)",189667.63984485,446140.637415622,서울특별시
1090,(주)이후엘티에스,"서울특별시 영등포구 문래북로 8, 에이스엔에스타워 810호 (문래동6가)",189825.743146319,446574.176568125,서울특별시
1091,주식회사 수미듀프리투어(SUMI DUTY FREE TOUR),"서울특별시 영등포구 도림로 129, 상도빌딩 203호 (대림동)",190788.562057111,443424.618220267,서울특별시
1092,"주식회사 티디브리지 (TD Bridge Co., Ltd.)","서울특별시 영등포구 선유로 233, 누리빌딩 3층 (양평동4가)",190723.592906069,447973.845008722,서울특별시
1093,(주)태흥국제여행사,서울특별시 영등포구 가마산로 325 (대림동),190678.828150033,444081.774472054,서울특별시
1094,(주)제임스항공,"서울특별시 영등포구 63로 40, 706호 (여의도동, 라이프오피스텔)",194561.746032498,446364.318286465,서울특별시
1095,(주)엘이투어,"서울특별시 영등포구 선유로13길 25, 6층 614-2호 (문래동6가, 에이스하이테크시티2)",189849.410292461,446314.681885687,서울특별시
1096,트래블인코리아(주),"서울특별시 영등포구 도림천로13길 19 (대림동, 도연빌라)",190842.872127315,443240.538682983,서울특별시
1097,(주)네티웰,"서울특별시 영등포구 선유로28길 6, 6층 (양평동1가, 노무빌딩)",190321.762458271,446889.707932286,서울특별시
1098,(주)세일코리아넷,"서울특별시 영등포구 당산로2길 12, 11층 1101호 (문래동3가, 에이스테크노타워)",190684.216398175,445883.474973877,서울특별시
1099,하나아시아여행사,"서울특별시 영등포구 도림로31길 4, 102호 (대림동, 위너빌)",190725.315270263,443395.289736462,서울특별시
1100,(주)화린국제여행사,"서울특별시 영등포구 당산로31길 4, 301호 (당산동3가)",190758.443956032,447165.919001541,서울특별시
1101,신한중여행사,서울특별시 영등포구 디지털로37길 10-1 (대림동),190970.069570995,443055.605714808,서울특별시
1102,주식회사 코리아호텔앤트레블,"서울특별시 영등포구 영중로 140, 드림프라자 5층 씨37호 (영등포동8가)",191628.281133809,447397.380617328,서울특별시
1103,(주)일성국제투어,"서울특별시 영등포구 국회대로74길 20, 819호 (여의도동, 맨하탄21리빙텔)",192996.536406075,447488.346551122,서울특별시
1104,(주)다우국제투어,"서울특별시 영등포구 대림로29길 43, 1층 (대림동, 영진빌딩)",190686.640202175,443515.170917694,서울특별시
1105,자유아시아(주),"서울특별시 영등포구 영등포로3길 23, 1144호 (양평동2가, 오목교코업레지던스)",189607.598899153,447067.60982257,서울특별시
1106,주식회사 우성국제여행사,"서울특별시 영등포구 선유로13길 25, 에이스하이테크시티2 1101, 1102호 (문래동6가)",189849.410292461,446314.681885687,서울특별시
1107,스윗트래블코리아,"서울특별시 영등포구 당산로48길 6-1, 헤세드오피스텔 지하1층 115호 (당산동6가)",191370.734113892,448006.07684706,서울특별시
1108,(주) 범주 티알브이,"서울특별시 영등포구 선유로 70 (문래동3가, 우리벤처타운2)",190217.705071932,446449.917568696,서울특별시
1109,(주)지투여행사,"서울특별시 영등포구 문래로20길 60, 메가벤처타워 7층 709호 (문래동3가)",190161.737344082,446125.33590618,서울특별시
1110,성도국제여행사 주식회사,"서울특별시 영등포구 선유서로 15, 1112호 (문래동5가, 명지 페르마타)",189661.13220677,446112.836008229,서울특별시
1111,(주)명촌,"서울특별시 영등포구 도림로 140, 102호 (대림동, 대림빌딩)",190880.239096486,443444.22840271,서울특별시
1112,(주)이티에이,"서울특별시 영등포구 국제금융로 20, 3층 390호 (여의도동, 율촌빌딩)",193501.453598102,446959.020722485,서울특별시
1113,(주)마이스월드(MICE WORLD),"서울특별시 영등포구 선유로9길 10, 문래 SK V1 center 407호 (문래동6가)",189959.044020878,446192.884313355,서울특별시
1114,(주)미소드림투어,"서울특별시 영등포구 버드나루로 121, 4층 506호 (당산동, 진양빌딩)",191755.803788907,447413.160626665,서울특별시
1115,(주)한아국제여행사,"서울특별시 영등포구 당산로47길 8, 제1호 (당산동6가, 당일빌딩)",191270.64001553,448081.078279985,서울특별시
1116,(주)위드체인지,"서울특별시 영등포구 영등포로62가길 4-4, 5층 (신길동)",192544.546903809,445936.957672928,서울특별시
1117,주식회사 비포유어라이프,"서울특별시 영등포구 도신로 254, 2층 (신길동)",192737.609378731,445711.590655771,서울특별시
1118,모아 여행사,"서울특별시 영등포구 도림로31길 4, 위너빌 102호 (대림동)",190725.315270263,443395.289736462,서울특별시
1119,㈜금융여행세계,"서울특별시 영등포구 여의대방로67길 8, 고려빌딩 407호 (여의도동)",193839.302798329,446370.230571887,서울특별시
1120,(주)천조국제여행사,"서울특별시 영등포구 당산로27길 21-1, 2층 2156호 (당산동3가)",190548.21274086,447002.732864068,서울특별시
1121,(주)제이하루,"서울특별시 영등포구 영중로 12, 에쉐르아이 시네마 쇼핑몰 1406호 (영등포동3가)",191664.796066351,446160.543792163,서울특별시
1122,(주)상무국제여행사,"서울특별시 영등포구 시흥대로 589-8, 202동 303호 (대림동, 신대림자이)",191285.015028707,442649.873938101,서울특별시
1123,(주)하울국제여행사,"서울특별시 영등포구 경인로 775, 1동 803-45호 (문래동3가, 에이스하이테크시티)",190996.357288859,445841.377603245,서울특별시
1124,세영여행사,"서울특별시 영등포구 디지털로37길 17, 1층 101호 (대림동)",190927.547293608,443117.005422211,서울특별시
1125,설레임여행사,"서울특별시 영등포구 당산로 42, 1층 (문래동3가, 홈플러스)",190729.506453391,446227.07504062,서울특별시
1126,주식회사 금강국제여행사,"서울특별시 영등포구 영중로 58, 4층 5호 (영등포동5가, 영성빌딩)",191571.093921629,446566.425321904,서울특별시
1127,피닉스인터내셔널,"서울특별시 영등포구 도림로31길 22, 105호 (대림동, 대영빌딩)",190659.4890805,443581.263108971,서울특별시
1128,중화여행사,"서울특별시 영등포구 대림로22길 43, 1층 (대림동)",191515.832855545,443750.660028092,서울특별시
1129,한중국제여행사,"서울특별시 영등포구 디지털로37길 21, 1층 1호 (대림동)",190916.578483383,443163.577378859,서울특별시
1130,대민베스트투어(주),"서울특별시 영등포구 선유로9길 10, 503호 (문래동6가)",189959.044020878,446192.884313355,서울특별시
1131,(사)한국스카우트연맹,서울특별시 영등포구 국회대로62길 14 (여의도동),192549.197013374,447167.254346903,서울특별시
1132,"주식회사 케이스타넷(K STARNET Co., Ltd)","서울특별시 영등포구 은행로 3, 612호 (여의도동, 익스콘벤처타워)",192823.437608603,447256.794774319,서울특별시
1133,하이루트 국제생활중심,"서울특별시 영등포구 대림로21길 7, 4층 (대림동)",191129.550217451,443391.874092209,서울특별시
1134,(주)한강국제여행사,서울특별시 영등포구 당산로37길 1 (당산동4가),190901.747017992,447470.551576255,서울특별시
1135,(주)루크,서울특별시 영등포구 신길로61길 19 (영등포동),191909.988573314,445857.327848444,서울특별시
1136,(주)연성국제여행사,"서울특별시 영등포구 선유로49길 23, 1511호 (양평동4가, 선유도역2차 아이에스비즈타워)",190649.039032094,448224.111919951,서울특별시
1137,(주)모바인투어,"서울특별시 영등포구 양평로 77, 443호 (양평동4가)",190937.193617946,448136.422727206,서울특별시
1138,(주)위드마이스,"서울특별시 영등포구 의사당대로 1, 국회소통관 1층 (여의도동)",192450.93552236,447649.476828035,서울특별시
1139,(주)스카이여행,"서울특별시 영등포구 선유로13길 25, 920호 (문래동6가, 에이스하이테크시티2)",189849.410292461,446314.681885687,서울특별시
1140,(주)레드드래곤투어,서울특별시 영등포구 당산로 155 (당산동4가),190864.510291192,447377.316228041,서울특별시
1141,(주)한성국제여행사,"서울특별시 영등포구 대림로 148 (대림동, 대명빌딩)",191144.678297319,443578.565673887,서울특별시
1142,시케이 글로벌 주식회사,"서울특별시 영등포구 도림천로11길 10-2 (대림동, 1층)",190815.553370507,443218.964365661,서울특별시
1143,(주)이치투어,"서울특별시 영등포구 대림로40가길 6, 지층 (대림동, 동광빌딩)",190897.879424945,444401.008266512,서울특별시
1144,(주)이루미에듀테크,"서울특별시 송파구 마천로 10, 태영빌딩 3층 (방이동)",210716.41541598,445317.19078191,서울특별시
1146,에스제이산림조합상조 주식회사,"서울특별시 송파구 석촌호수로 166, 산림조합중앙회 10층 (삼전동)",208360.595425886,444930.711366937,서울특별시
1147,(주)크루즈일번지,"서울특별시 송파구 백제고분로 501, 청호오피스텔 707호 (방이동)",210068.709244252,445895.515259907,서울특별시
1148,호라이즌 여행사,"서울특별시 송파구 송이로19길 41-16, 지하호 (가락동)",210908.629235263,444253.412152787,서울특별시
1149,(주)우리동네라운지,"서울특별시 송파구 중대로 24, 2동 101호 (문정동, 올림픽훼밀리타운)",210045.748264305,442930.687284628,서울특별시
1150,에이스투어,"서울특별시 송파구 오금로 87, 14층 1404호 (방이동, 잠실리시온)",209427.410217251,445829.725943441,서울특별시
1151,우리들여행사(주),"서울특별시 송파구 올림픽로4길 42 (잠실동, 우성아파트)",206397.34797252,444963.233863255,서울특별시
1152,(주)아델이엔티,"서울특별시 송파구 송이로26길 3, 403호 (가락동)",210958.926329475,443389.804303595,서울특별시
1153,르네상스 여행사,"서울특별시 송파구 송파대로 260, 제일오피스텔 1820호 (가락동)",210431.832858016,443465.4592322,서울특별시
1154,(주)호텔롯데 롯데호텔월드,"서울특별시 송파구 올림픽로 240 (잠실동, 롯데월드)",208589.363343145,445455.90405262,서울특별시
1155,(주)프로홍우,"서울특별시 송파구 백제고분로39길 23, 302호 (석촌동)",209118.735959426,444902.424811293,서울특별시
1156,(주)케이엔케이,"서울특별시 송파구 백제고분로 409, 3층 (송파동, 천마빌딩)",209655.074921558,445070.563931341,서울특별시
1157,(주)클럽스카이,"경기도 고양시 덕양구 백양로 85, 동양트레벨II 1433B호 (화정동)",185260.272932577,459039.869296121,경기도
1158,(주)한남여행사,경기도 고양시 일산동구 애니골길 128 (풍동),181799.772539456,463946.064111816,경기도
1159,이코리아투어여행사,경기도 고양시 덕양구 중앙로152번길 4-20 (화전동),188699.603371183,455535.974185957,경기도
1160,(주)중한해외연수원,"경기도 고양시 일산서구 강선로 49, 524호 (주엽동,일산비스타오피스텔)",179055.118827496,462957.140867751,경기도
1161,(주)에이치디투어,"경기도 고양시 일산서구 호수로 817 (대화동,현대백화점 9층 여행데스크)",178006.080301401,462865.812502378,경기도
1162,(주)에이스투어,"경기도 고양시 일산동구 위시티로 59, 썬프라자 103호 (식사동)",183218.000801458,463929.464483198,경기도
1163,(주)리엔씨,"경기도 고양시 일산동구 일산로 138, 1011호 (백석동, 일산테크노타운)",181835.358338529,460894.742344229,경기도
1164,주식회사 호호티앤지,"경기도 고양시 일산서구 킨텍스로 255, 일산 디엠시티 스카이뷰 근린생활시설동 231호 (대화동)",177849.195871901,462962.312594668,경기도
1165,(주)코리아시티트레블,"경기도 고양시 일산동구 장백로 20, 102동 718호 (백석동, 동문굿모닝힐)",181378.112767335,459833.728887486,경기도
1166,(주)이이브이,경기도 고양시 일산동구 문봉길62번길 32-51 (문봉동),183883.372682597,467331.609449247,경기도
1167,파마잔 주식회사,"경기도 고양시 일산서구 일중로 17, 3층 303호 (일산동)",180012.503211314,464352.991395963,경기도
1168,티엘비유글로벌아이앤씨(주),경기도 고양시 덕양구 내유길 265 (내유동),188133.040024598,469442.763416743,경기도
1169,에이플랙스(주),"경기도 고양시 일산동구 호수로 662, 218호 (장항동, 삼성라끄빌)",179257.261374439,462085.127524612,경기도
1170,(주)서신국제,"경기도 고양시 덕양구 호국로 773, 코스모프라자빌딩 301호 (주교동)",185350.923386027,461488.052880603,경기도
1171,(주)위드씨엠티,"경기도 고양시 일산동구 중앙로1275번길 60-30 (장항동, 일산라페스타 비동 307호)",179538.773119107,462032.199845677,경기도
1172,(주)정풍투어,"경기도 고양시 일산동구 중앙로 1011, 217호 (백석동, 에이동)",181397.949225606,459875.558884546,경기도
1173,(주)코리아이스턴트레블,"경기도 용인시 기흥구 동백3로11번길 33, 새롬프라자 8층 801-129호 (중동)",213342.743030201,418843.806151861,경기도
1174,(주)매일항공여행사,"인천광역시 미추홀구 경인로 321, 수림빌딩 8층 1호 (도화동)",171264.330237459,439728.990132005,인천광역시
1175,매일투어,"인천광역시 남동구 선수촌공원로23번길 11, 네이쳐프라자 5층 502-27호 (구월동)",174136.448502526,437677.045395368,인천광역시
1176,주식회사 더레스트,"경기도 고양시 일산서구 중앙로 1456, 서현프라자 603-1호 (주엽동)",178668.321119565,463267.005753621,경기도
1177,(주)넷투어여행사,"서울특별시 중구 다동길 5, 광일빌딩 1502호 (무교동)",198137.354306134,451759.123871901,서울특별시
1178,그랑코리아 투어,"서울특별시 종로구 종로 19, 르메이에르종로타운1 A동 631호 (종로1가)",198150.300374121,452019.212642931,서울특별시
1179,(주)동백티앤엘,부산광역시 금정구 금정로 226 (구서동),390229.003752227,195846.19013046,부산광역시
1181,주식회사 조이플투어,"제주특별자치도 제주시 진군4길 12, 1층 (노형동)",151564.970498711,-2059.00691150543,제주특별자치도
1182,주식회사 케이팝팬투어,"서울특별시 강남구 선릉로155길 11, 3층 (신사동)",203355.020744266,447008.347819798,서울특별시
1183,태인위즈,"서울특별시 영등포구 여의대방로5길 6, 상가동 지하층 6호 (신길동, 우창아파트)",192174.713617007,443903.012337413,서울특별시
1184,(주)명문여행사,"부산광역시 중구 중앙대로 44, 5층 (중앙동5가)",385645.870360595,179942.948260868,부산광역시
1185,㈜엠지엠미디어,"서울특별시 영등포구 영등포로 20, 우신빌딩 502호 (양평동2가)",189634.534045659,446752.815762237,서울특별시
1186,(주)판타스틱,"경기도 김포시 고촌읍 금포로 485-22, 301호",179413.626706452,457307.071084458,경기도
1187,안투어,"서울특별시 영등포구 선유동2로 46, 유원제일2차아파트 상가동 206호 (당산동5가)",190948.910717779,447875.496085719,서울특별시
1188,주식회사 아우름,"서울특별시 강남구 도곡로 146, 삼공빌딩 3층 (도곡동)",203127.905,443160.715,서울특별시
1189,제주투어몰,"서울특별시 광진구 아차산로 431, 101동 209호 (구의동, 강변에스케이뷰)",207900.435296043,448492.625330318,서울특별시
1190,Victory Travel,"인천광역시 서구 건지로249번길 36, 1층 (석남동)",170771.78413746,444513.067610288,인천광역시
1191,절한국제 주식회사,"서울특별시 중구 명동3길 6, 개양빌딩 1602호 (명동1가)",198490.512404745,451316.412077837,서울특별시
1192,주식회사 나무여행사,"제주특별자치도 제주시 용마로 24, 3층 (용담삼동)",154058.191742019,2195.51288701828,제주특별자치도
1193,주식회사 남양교통,제주특별자치도 제주시 백포남길 11-1 (이호일동),149938.931425131,52.432557676269,제주특별자치도
1194,(주)미소여행사,"서울특별시 강북구 도봉로4길 20, 2층 203호 (미아동)",202718.854131156,456533.819495897,서울특별시
1195,(주)드리머투어,"서울특별시 영등포구 양평로21길 26, 선유도역1차아이에스비즈타워 1704호 (양평동5가)",190372.127120283,448218.446478138,서울특별시
1196,주식회사 제주엔젤렌트카,제주특별자치도 제주시 도령로 171-1 (용담이동),152753.381234121,71.1487088511117,제주특별자치도
1197,핸디투어,"서울특별시 마포구 독막로28길 10, 109동 B101, 상가10-115호 (신수동, 밤섬경남아너스빌)",194301.304865904,449388.053900946,서울특별시
1198,(주)투어원컴퍼니,"서울특별시 영등포구 양산로 177, 상가동 208호 (영등포동7가, 경남아너스빌)",191329.816450602,446862.805014947,서울특별시
